CCI,Control,Pub,
CCI-003274,SA-15_(6),NIST_SP_800-53_Revision_4,
CCI-003275,SA-15_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-003276,SA-15_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-003277,SA-15_(7)_(b),NIST_SP_800-53_Revision_4,
CCI-003278,SA-15_(7)_(c),NIST_SP_800-53_Revision_4,
CCI-003279,SA-15_(7)_(d),NIST_SP_800-53_Revision_4,
CCI-003280,SA-15_(7)_(d),NIST_SP_800-53_Revision_4,
CCI-003281,SA-15_(8),NIST_SP_800-53_Revision_4,
CCI-003282,SA-15_(8),NIST_SP_800-53_Revision_4,
CCI-003283,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003284,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003285,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003286,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003287,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003288,SA-15_(9),NIST_SP_800-53_Revision_4,
CCI-003234,SA-15_a_1,NIST_SP_800-53_Revision_4,
CCI-003235,SA-15_a_2,NIST_SP_800-53_Revision_4,
CCI-003236,SA-15_a_2,NIST_SP_800-53_Revision_4,
CCI-003237,SA-15_a_3,NIST_SP_800-53_Revision_4,
CCI-003238,SA-15_a_4,NIST_SP_800-53_Revision_4,
CCI-003239,SA-15_a_4,NIST_SP_800-53_Revision_4,
CCI-003240,SA-15_a_4,NIST_SP_800-53_Revision_4,
CCI-003241,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003242,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003243,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003244,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003245,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003246,SA-15_b,NIST_SP_800-53_Revision_4,
CCI-003291,SA-16,NIST_SP_800-53_Revision_4,
CCI-003292,SA-16,NIST_SP_800-53_Revision_4,
CCI-003293,SA-17,NIST_SP_800-53_Revision_4,
CCI-003298,SA-17_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003299,SA-17_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003300,SA-17_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-003301,SA-17_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-003302,SA-17_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-003303,SA-17_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-003304,SA-17_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-003305,SA-17_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-003306,SA-17_(2)_(b),NIST_SP_800-53_Revision_4,
CCI-003307,SA-17_(2)_(b),NIST_SP_800-53_Revision_4,
CCI-003308,SA-17_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-003309,SA-17_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-003310,SA-17_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-003311,SA-17_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-003312,SA-17_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-003313,SA-17_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-003314,SA-17_(3)_(c),NIST_SP_800-53_Revision_4,
CCI-003315,SA-17_(3)_(d),NIST_SP_800-53_Revision_4,
CCI-003316,SA-17_(3)_(d),NIST_SP_800-53_Revision_4,
CCI-003317,SA-17_(3)_(d),NIST_SP_800-53_Revision_4,
CCI-003318,SA-17_(3)_(e),NIST_SP_800-53_Revision_4,
CCI-003319,SA-17_(3)_(e),NIST_SP_800-53_Revision_4,
CCI-003320,SA-17_(3)_(e),NIST_SP_800-53_Revision_4,
CCI-003321,SA-17_(4)_(a),NIST_SP_800-53_Revision_4,
CCI-003322,SA-17_(4)_(a),NIST_SP_800-53_Revision_4,
CCI-003323,SA-17_(4)_(a),NIST_SP_800-53_Revision_4,
CCI-003324,SA-17_(4)_(b),NIST_SP_800-53_Revision_4,
CCI-003325,SA-17_(4)_(c),NIST_SP_800-53_Revision_4,
CCI-003326,SA-17_(4)_(c),NIST_SP_800-53_Revision_4,
CCI-003327,SA-17_(4)_(c),NIST_SP_800-53_Revision_4,
CCI-003328,SA-17_(4)_(d),NIST_SP_800-53_Revision_4,
CCI-003329,SA-17_(4)_(d),NIST_SP_800-53_Revision_4,
CCI-003330,SA-17_(4)_(d),NIST_SP_800-53_Revision_4,
CCI-003331,SA-17_(4)_(e),NIST_SP_800-53_Revision_4,
CCI-003332,SA-17_(4)_(e),NIST_SP_800-53_Revision_4,
CCI-003333,SA-17_(4)_(e),NIST_SP_800-53_Revision_4,
CCI-003334,SA-17_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-003335,SA-17_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-003336,SA-17_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-003337,SA-17_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-003338,SA-17_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-003339,SA-17_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-003340,SA-17_(6),NIST_SP_800-53_Revision_4,
CCI-003341,SA-17_(6),NIST_SP_800-53_Revision_4,
CCI-003342,SA-17_(6),NIST_SP_800-53_Revision_4,
CCI-003343,SA-17_(7),NIST_SP_800-53_Revision_4,
CCI-003344,SA-17_(7),NIST_SP_800-53_Revision_4,
CCI-003345,SA-17_(7),NIST_SP_800-53_Revision_4,
CCI-003294,SA-17_a,NIST_SP_800-53_Revision_4,
CCI-003295,SA-17_b,NIST_SP_800-53_Revision_4,
CCI-003296,SA-17_b,NIST_SP_800-53_Revision_4,
CCI-003297,SA-17_c,NIST_SP_800-53_Revision_4,
CCI-003346,SA-18,NIST_SP_800-53_Revision_4,
CCI-003347,SA-18_(1),NIST_SP_800-53_Revision_4,
CCI-003348,SA-18_(1),NIST_SP_800-53_Revision_4,
CCI-003349,SA-18_(1),NIST_SP_800-53_Revision_4,
CCI-003350,SA-18_(1),NIST_SP_800-53_Revision_4,
CCI-003351,SA-18_(1),NIST_SP_800-53_Revision_4,
CCI-003352,SA-18_(2),NIST_SP_800-53_Revision_4,
CCI-003353,SA-18_(2),NIST_SP_800-53_Revision_4,
CCI-003354,SA-18_(2),NIST_SP_800-53_Revision_4,
CCI-003355,SA-18_(2),NIST_SP_800-53_Revision_4,
CCI-003367,SA-19_(1),NIST_SP_800-53_Revision_4,
CCI-003368,SA-19_(1),NIST_SP_800-53_Revision_4,
CCI-003369,SA-19_(2),NIST_SP_800-53_Revision_4,
CCI-003370,SA-19_(2),NIST_SP_800-53_Revision_4,
CCI-003371,SA-19_(2),NIST_SP_800-53_Revision_4,
CCI-003390,SA-19_(3),NIST_SP_800-53_Revision_4,
CCI-003391,SA-19_(3),NIST_SP_800-53_Revision_4,
CCI-003388,SA-19_(4),NIST_SP_800-53_Revision_4,
CCI-003389,SA-19_(4),NIST_SP_800-53_Revision_4,
CCI-003356,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003357,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003358,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003359,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003360,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003361,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003362,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003363,SA-19_a,NIST_SP_800-53_Revision_4,
CCI-003364,SA-19_b,NIST_SP_800-53_Revision_4,
CCI-003365,SA-19_b,NIST_SP_800-53_Revision_4,
CCI-003366,SA-19_b,NIST_SP_800-53_Revision_4,
CCI-000608,SA-2_a,NIST_SP_800-53,
CCI-000609,SA-2_a,NIST_SP_800-53,
CCI-003091,SA-2_a,NIST_SP_800-53_Revision_4,
CCI-000610,SA-2_b,NIST_SP_800-53,
CCI-000610,SA-2_b,NIST_SP_800-53_Revision_4,
CCI-000611,SA-2_b,NIST_SP_800-53,
CCI-000611,SA-2_b,NIST_SP_800-53_Revision_4,
CCI-000612,SA-2_b,NIST_SP_800-53,
CCI-000612,SA-2_b,NIST_SP_800-53_Revision_4,
CCI-000613,SA-2_c,NIST_SP_800-53,
CCI-000613,SA-2_c,NIST_SP_800-53_Revision_4,
CCI-000614,SA-2_c,NIST_SP_800-53,
CCI-000614,SA-2_c,NIST_SP_800-53_Revision_4,
CCI-000608,SA-2.1_(i),NIST_SP_800-53A,
CCI-000609,SA-2.1_(i),NIST_SP_800-53A,
CCI-000610,SA-2.1_(ii),NIST_SP_800-53A,
CCI-000611,SA-2.1_(ii),NIST_SP_800-53A,
CCI-000612,SA-2.1_(ii),NIST_SP_800-53A,
CCI-000613,SA-2.1_(iii),NIST_SP_800-53A,
CCI-000614,SA-2.1_(iii),NIST_SP_800-53A,
CCI-003386,SA-20,NIST_SP_800-53_Revision_4,
CCI-003387,SA-20,NIST_SP_800-53_Revision_4,
CCI-003384,SA-21,NIST_SP_800-53_Revision_4,
CCI-003377,SA-21_(1),NIST_SP_800-53_Revision_4,
CCI-003378,SA-21_(1),NIST_SP_800-53_Revision_4,
CCI-003379,SA-21_(1),NIST_SP_800-53_Revision_4,
CCI-003380,SA-21_(1),NIST_SP_800-53_Revision_4,
CCI-003383,SA-21_a,NIST_SP_800-53_Revision_4,
CCI-003385,SA-21_a,NIST_SP_800-53_Revision_4,
CCI-003381,SA-21_b,NIST_SP_800-53_Revision_4,
CCI-003382,SA-21_b,NIST_SP_800-53_Revision_4,
CCI-003372,SA-22_(1),NIST_SP_800-53_Revision_4,
CCI-003373,SA-22_(1),NIST_SP_800-53_Revision_4,
CCI-003376,SA-22_a,NIST_SP_800-53_Revision_4,
CCI-003374,SA-22_b,NIST_SP_800-53_Revision_4,
CCI-003375,SA-22_b,NIST_SP_800-53_Revision_4,
CCI-000615,SA-3_a,NIST_SP_800-53,
CCI-000615,SA-3_a,NIST_SP_800-53_Revision_4,
CCI-003092,SA-3_a,NIST_SP_800-53_Revision_4,
CCI-000616,SA-3_b,NIST_SP_800-53,
CCI-000616,SA-3_b,NIST_SP_800-53_Revision_4,
CCI-000617,SA-3_b,NIST_SP_800-53,
CCI-000618,SA-3_c,NIST_SP_800-53,
CCI-000618,SA-3_c,NIST_SP_800-53_Revision_4,
CCI-003093,SA-3_d,NIST_SP_800-53_Revision_4,
CCI-000615,SA-3.1_(i),NIST_SP_800-53A,
CCI-000616,SA-3.1_(ii),NIST_SP_800-53A,
CCI-000617,SA-3.1_(ii),NIST_SP_800-53A,
CCI-000618,SA-3.1_(iii),NIST_SP_800-53A,
CCI-000623,SA-4_(1),NIST_SP_800-53,
CCI-000623,SA-4_(1),NIST_SP_800-53_Revision_4,
CCI-000623,SA-4_(1).1,NIST_SP_800-53A,
CCI-003116,SA-4_(10),NIST_SP_800-53_Revision_4,
CCI-000624,SA-4_(2),NIST_SP_800-53,
CCI-000625,SA-4_(2),NIST_SP_800-53,
CCI-003101,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-003102,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-003103,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-003104,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-003105,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-003106,SA-4_(2),NIST_SP_800-53_Revision_4,
CCI-000624,SA-4_(2).1,NIST_SP_800-53A,
CCI-000625,SA-4_(2).1,NIST_SP_800-53A,
CCI-000626,SA-4_(3),NIST_SP_800-53,
CCI-000627,SA-4_(3),NIST_SP_800-53,
CCI-000628,SA-4_(3),NIST_SP_800-53,
CCI-003107,SA-4_(3),NIST_SP_800-53_Revision_4,
CCI-003108,SA-4_(3),NIST_SP_800-53_Revision_4,
CCI-000626,SA-4_(3).1,NIST_SP_800-53A,
CCI-000627,SA-4_(3).1,NIST_SP_800-53A,
CCI-000628,SA-4_(3).1,NIST_SP_800-53A,
CCI-000629,SA-4_(4),NIST_SP_800-53,
CCI-000629,SA-4_(4).1_(i)_(ii),NIST_SP_800-53A,
CCI-000630,SA-4_(5),NIST_SP_800-53,
CCI-003109,SA-4_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-003110,SA-4_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-003111,SA-4_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-000630,SA-4_(5).1_(i)_(ii),NIST_SP_800-53A,
CCI-000631,SA-4_(6)_(a),NIST_SP_800-53,
CCI-000631,SA-4_(6)_(a),NIST_SP_800-53_Revision_4,
CCI-000632,SA-4_(6)_(a),NIST_SP_800-53,
CCI-000633,SA-4_(6)_(b),NIST_SP_800-53,
CCI-000633,SA-4_(6)_(b),NIST_SP_800-53_Revision_4,
CCI-000631,SA-4_(6).1_(i),NIST_SP_800-53A,
CCI-000632,SA-4_(6).1_(i),NIST_SP_800-53A,
CCI-000633,SA-4_(6).1_(ii),NIST_SP_800-53A,
CCI-000634,SA-4_(7)_(a),NIST_SP_800-53,
CCI-000634,SA-4_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-001647,SA-4_(7)_(b),NIST_SP_800-53,
CCI-000635,SA-4_(7)_(b),NIST_SP_800-53,
CCI-000635,SA-4_(7)_(b),NIST_SP_800-53_Revision_4,
CCI-000634,SA-4_(7).1_(i),NIST_SP_800-53A,
CCI-000635,SA-4_(7).1_(ii),NIST_SP_800-53A,
CCI-001647,SA-4_(7).1_(iii),NIST_SP_800-53A,
CCI-003112,SA-4_(8),NIST_SP_800-53_Revision_4,
CCI-003113,SA-4_(8),NIST_SP_800-53_Revision_4,
CCI-003114,SA-4_(9),NIST_SP_800-53_Revision_4,
CCI-003115,SA-4_(9),NIST_SP_800-53_Revision_4,
CCI-000619,SA-4_a,NIST_SP_800-53,
CCI-003094,SA-4_a,NIST_SP_800-53_Revision_4,
CCI-000620,SA-4_b,NIST_SP_800-53,
CCI-003095,SA-4_b,NIST_SP_800-53_Revision_4,
CCI-000621,SA-4_c,NIST_SP_800-53,
CCI-003096,SA-4_c,NIST_SP_800-53_Revision_4,
CCI-003097,SA-4_d,NIST_SP_800-53_Revision_4,
CCI-003098,SA-4_e,NIST_SP_800-53_Revision_4,
CCI-003099,SA-4_f,NIST_SP_800-53_Revision_4,
CCI-003100,SA-4_g,NIST_SP_800-53_Revision_4,
CCI-000619,SA-4.1,NIST_SP_800-53A,
CCI-000620,SA-4.1,NIST_SP_800-53A,
CCI-000621,SA-4.1,NIST_SP_800-53A,
CCI-000643,SA-5_(1),NIST_SP_800-53,
CCI-000644,SA-5_(1),NIST_SP_800-53,
CCI-001690,SA-5_(1),NIST_SP_800-53,
CCI-001691,SA-5_(1),NIST_SP_800-53,
CCI-001690,SA-5_(1).1_(i),NIST_SP_800-53A,
CCI-001691,SA-5_(1).1_(i),NIST_SP_800-53A,
CCI-000643,SA-5_(1).1_(i)_SA-5(2).1_(i),NIST_SP_800-53A,
CCI-000644,SA-5_(1).1_(i)_SA-5(2).1_(i),NIST_SP_800-53A,
CCI-000646,SA-5_(1).1_SA-5(2).1_SA-5(3).1_SA-5(4)_(ii)s,NIST_SP_800-53A,
CCI-000645,SA-5_(1).1_SA-5(2).1_SA-5(3).1_SA-5(4).1_(i)s,NIST_SP_800-53A,
CCI-000645,SA-5_(2),NIST_SP_800-53,
CCI-000646,SA-5_(2),NIST_SP_800-53,
CCI-000647,SA-5_(3),NIST_SP_800-53,
CCI-000648,SA-5_(3),NIST_SP_800-53,
CCI-000647,SA-5_(3).1_(ii),NIST_SP_800-53A,
CCI-000648,SA-5_(3).1_(ii),NIST_SP_800-53A,
CCI-000650,SA-5_(4),NIST_SP_800-53,
CCI-000651,SA-5_(4),NIST_SP_800-53,
CCI-001692,SA-5_(4),NIST_SP_800-53,
CCI-001692,SA-5_(4).1,NIST_SP_800-53A,
CCI-000650,SA-5_(4).1_(ii),NIST_SP_800-53A,
CCI-000651,SA-5_(4).1_(ii),NIST_SP_800-53A,
CCI-001648,SA-5_(5),NIST_SP_800-53,
CCI-000653,SA-5_(5),NIST_SP_800-53,
CCI-000654,SA-5_(5),NIST_SP_800-53,
CCI-001648,SA-5_(5).1,NIST_SP_800-53A,
CCI-000653,SA-5_(5).1,NIST_SP_800-53A,
CCI-000654,SA-5_(5).1,NIST_SP_800-53A,
CCI-000636,SA-5_a,NIST_SP_800-53,
CCI-000637,SA-5_a,NIST_SP_800-53,
CCI-000638,SA-5_a,NIST_SP_800-53,
CCI-003124,SA-5_a_1,NIST_SP_800-53_Revision_4,
CCI-003125,SA-5_a_1,NIST_SP_800-53_Revision_4,
CCI-003126,SA-5_a_1,NIST_SP_800-53_Revision_4,
CCI-003127,SA-5_a_2,NIST_SP_800-53_Revision_4,
CCI-003128,SA-5_a_3,NIST_SP_800-53_Revision_4,
CCI-000639,SA-5_b,NIST_SP_800-53,
CCI-000640,SA-5_b,NIST_SP_800-53,
CCI-000641,SA-5_b,NIST_SP_800-53,
CCI-000642,SA-5_b,NIST_SP_800-53,
CCI-003129,SA-5_b_1,NIST_SP_800-53_Revision_4,
CCI-003130,SA-5_b_2,NIST_SP_800-53_Revision_4,
CCI-003131,SA-5_b_3,NIST_SP_800-53_Revision_4,
CCI-000642,SA-5_c,NIST_SP_800-53_Revision_4,
CCI-003132,SA-5_c,NIST_SP_800-53_Revision_4,
CCI-003133,SA-5_c,NIST_SP_800-53_Revision_4,
CCI-003134,SA-5_d,NIST_SP_800-53_Revision_4,
CCI-003135,SA-5_e,NIST_SP_800-53_Revision_4,
CCI-003136,SA-5_e,NIST_SP_800-53_Revision_4,
CCI-000636,SA-5.1_(i),NIST_SP_800-53A,
CCI-000637,SA-5.1_(i),NIST_SP_800-53A,
CCI-000638,SA-5.1_(i),NIST_SP_800-53A,
CCI-000639,SA-5.1_(ii),NIST_SP_800-53A,
CCI-000640,SA-5.1_(ii),NIST_SP_800-53A,
CCI-000641,SA-5.1_(ii),NIST_SP_800-53A,
CCI-000642,SA-5.1_(iii),NIST_SP_800-53A,
CCI-000659,SA-6_(1)_(a),NIST_SP_800-53,
CCI-000660,SA-6_(1)_(a),NIST_SP_800-53,
CCI-000661,SA-6_(1)_(b),NIST_SP_800-53,
CCI-000662,SA-6_(1)_(b),NIST_SP_800-53,
CCI-000659,SA-6_(1).1_(i),NIST_SP_800-53A,
CCI-000660,SA-6_(1).1_(i),NIST_SP_800-53A,
CCI-000661,SA-6_(1).1_(ii),NIST_SP_800-53A,
CCI-000662,SA-6_(1).1_(iii),NIST_SP_800-53A,
CCI-000655,SA-6_a,NIST_SP_800-53,
CCI-000656,SA-6_b,NIST_SP_800-53,
CCI-000657,SA-6_c,NIST_SP_800-53,
CCI-000658,SA-6_c,NIST_SP_800-53,
CCI-000655,SA-6.1_(i),NIST_SP_800-53A,
CCI-000656,SA-6.1_(ii),NIST_SP_800-53A,
CCI-000657,SA-6.1_(iii),NIST_SP_800-53A,
CCI-000658,SA-6.1_(iii),NIST_SP_800-53A,
CCI-001649,SA-7,NIST_SP_800-53,
CCI-000663,SA-7,NIST_SP_800-53,
CCI-001649,SA-7.1_(i),NIST_SP_800-53A,
CCI-000663,SA-7.1_(ii),NIST_SP_800-53A,
CCI-000664,SA-8,NIST_SP_800-53,
CCI-000664,SA-8,NIST_SP_800-53_Revision_4,
CCI-000665,SA-8,NIST_SP_800-53,
CCI-000665,SA-8,NIST_SP_800-53_Revision_4,
CCI-000666,SA-8,NIST_SP_800-53,
CCI-000666,SA-8,NIST_SP_800-53_Revision_4,
CCI-000667,SA-8,NIST_SP_800-53,
CCI-000667,SA-8,NIST_SP_800-53_Revision_4,
CCI-000668,SA-8,NIST_SP_800-53,
CCI-000668,SA-8,NIST_SP_800-53_Revision_4,
CCI-000664,SA-8.1_(i),NIST_SP_800-53A,
CCI-000665,SA-8.1_(ii),NIST_SP_800-53A,
CCI-000666,SA-8.1_(iii),NIST_SP_800-53A,
CCI-000667,SA-8.1_(iv),NIST_SP_800-53A,
CCI-000668,SA-8.1_(v),NIST_SP_800-53A,
CCI-003140,SA-9__(1)_(a),NIST_SP_800-53_Revision_4,
CCI-000676,SA-9_(1)_(a),NIST_SP_800-53,
CCI-000677,SA-9_(1)_(a),NIST_SP_800-53,
CCI-000678,SA-9_(1)_(b),NIST_SP_800-53,
CCI-000679,SA-9_(1)_(b),NIST_SP_800-53,
CCI-000680,SA-9_(1)_(b),NIST_SP_800-53,
CCI-000681,SA-9_(1)_(b),NIST_SP_800-53,
CCI-003141,SA-9_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-003142,SA-9_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000676,SA-9_(1).1_(i),NIST_SP_800-53A,
CCI-000677,SA-9_(1).1_(i),NIST_SP_800-53A,
CCI-000678,SA-9_(1).1_(ii),NIST_SP_800-53A,
CCI-000679,SA-9_(1).1_(ii),NIST_SP_800-53A,
CCI-000680,SA-9_(1).1_(iii),NIST_SP_800-53A,
CCI-000681,SA-9_(1).1_(iii),NIST_SP_800-53A,
CCI-003143,SA-9_(2),NIST_SP_800-53_Revision_4,
CCI-003144,SA-9_(2),NIST_SP_800-53_Revision_4,
CCI-003145,SA-9_(3),NIST_SP_800-53_Revision_4,
CCI-003146,SA-9_(3),NIST_SP_800-53_Revision_4,
CCI-003147,SA-9_(3),NIST_SP_800-53_Revision_4,
CCI-003148,SA-9_(3),NIST_SP_800-53_Revision_4,
CCI-003149,SA-9_(4),NIST_SP_800-53_Revision_4,
CCI-003150,SA-9_(4),NIST_SP_800-53_Revision_4,
CCI-003151,SA-9_(4),NIST_SP_800-53_Revision_4,
CCI-003152,SA-9_(5),NIST_SP_800-53_Revision_4,
CCI-003153,SA-9_(5),NIST_SP_800-53_Revision_4,
CCI-003154,SA-9_(5),NIST_SP_800-53_Revision_4,
CCI-000669,SA-9_a,NIST_SP_800-53,
CCI-000669,SA-9_a,NIST_SP_800-53_Revision_4,
CCI-000670,SA-9_a,NIST_SP_800-53,
CCI-000670,SA-9_a,NIST_SP_800-53_Revision_4,
CCI-003137,SA-9_a,NIST_SP_800-53_Revision_4,
CCI-000671,SA-9_b,NIST_SP_800-53,
CCI-000671,SA-9_b,NIST_SP_800-53_Revision_4,
CCI-000672,SA-9_b,NIST_SP_800-53,
CCI-000672,SA-9_b,NIST_SP_800-53_Revision_4,
CCI-000673,SA-9_b,NIST_SP_800-53,
CCI-000673,SA-9_b,NIST_SP_800-53_Revision_4,
CCI-000674,SA-9_b,NIST_SP_800-53,
CCI-000674,SA-9_b,NIST_SP_800-53_Revision_4,
CCI-000675,SA-9_c,NIST_SP_800-53,
CCI-003138,SA-9_c,NIST_SP_800-53_Revision_4,
CCI-003139,SA-9_c,NIST_SP_800-53_Revision_4,
CCI-000669,SA-9.1_(i),NIST_SP_800-53A,
CCI-000670,SA-9.1_(i),NIST_SP_800-53A,
CCI-000671,SA-9.1_(ii),NIST_SP_800-53A,
CCI-000672,SA-9.1_(ii),NIST_SP_800-53A,
CCI-000673,SA-9.1_(ii),NIST_SP_800-53A,
CCI-000674,SA-9.1_(ii),NIST_SP_800-53A,
CCI-000675,SA-9.1_(iii),NIST_SP_800-53A,
CCI-001146,SC013_(2(.1,NIST_SP_800-53A,
CCI-001074,SC-1_a,NIST_SP_800-53,
CCI-001075,SC-1_a,NIST_SP_800-53,
CCI-001076,SC-1_a,NIST_SP_800-53,
CCI-001077,SC-1_a,NIST_SP_800-53,
CCI-001074,SC-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001075,SC-1_a_1,NIST_SP_800-53_Revision_4,
CCI-002377,SC-1_a_1,NIST_SP_800-53_Revision_4,
CCI-002378,SC-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001078,SC-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001079,SC-1_a_2,NIST_SP_800-53_Revision_4,
CCI-002379,SC-1_a_2,NIST_SP_800-53_Revision_4,
CCI-002380,SC-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001078,SC-1_b,NIST_SP_800-53,
CCI-001079,SC-1_b,NIST_SP_800-53,
CCI-001080,SC-1_b,NIST_SP_800-53,
CCI-001081,SC-1_b,NIST_SP_800-53,
CCI-001076,SC-1_b_1,NIST_SP_800-53_Revision_4,
CCI-001077,SC-1_b_1,NIST_SP_800-53_Revision_4,
CCI-001080,SC-1_b_2,NIST_SP_800-53_Revision_4,
CCI-001081,SC-1_b_2,NIST_SP_800-53_Revision_4,
CCI-001074,SC-1.1_(i)_(ii),NIST_SP_800-53A,
CCI-001075,SC-1.1_(iii),NIST_SP_800-53A,
CCI-001078,SC-1.1_(iv)_(v),NIST_SP_800-53A,
CCI-001079,SC-1.1_(vi),NIST_SP_800-53A,
CCI-001077,SC-1.2_(i),NIST_SP_800-53A,
CCI-001076,SC-1.2_(ii),NIST_SP_800-53A,
CCI-001081,SC-1.2_(iii),NIST_SP_800-53A,
CCI-001080,SC-1.2_(iv),NIST_SP_800-53A,
CCI-001133,SC-10,NIST_SP_800-53,
CCI-001133,SC-10,NIST_SP_800-53_Revision_4,
CCI-001134,SC-10,NIST_SP_800-53,
CCI-001134,SC-10,NIST_SP_800-53_Revision_4,
CCI-001134,SC-10.1_(i),NIST_SP_800-53A,
CCI-001133,SC-10.1_(ii),NIST_SP_800-53A,
CCI-001661,SC-11,NIST_SP_800-53,
CCI-001661,SC-11,NIST_SP_800-53_Revision_4,
CCI-001135,SC-11,NIST_SP_800-53,
CCI-001135,SC-11,NIST_SP_800-53_Revision_4,
CCI-001136,SC-11,NIST_SP_800-53,
CCI-002426,SC-11_(1),NIST_SP_800-53_Revision_4,
CCI-001661,SC-11.1_(i),NIST_SP_800-53A,
CCI-001136,SC-11.1_(ii),NIST_SP_800-53A,
CCI-001135,SC-11.1_(iii),NIST_SP_800-53A,
CCI-001137,SC-12,NIST_SP_800-53,
CCI-001138,SC-12,NIST_SP_800-53,
CCI-002428,SC-12,NIST_SP_800-53_Revision_4,
CCI-002429,SC-12,NIST_SP_800-53_Revision_4,
CCI-002430,SC-12,NIST_SP_800-53_Revision_4,
CCI-002431,SC-12,NIST_SP_800-53_Revision_4,
CCI-002432,SC-12,NIST_SP_800-53_Revision_4,
CCI-002433,SC-12,NIST_SP_800-53_Revision_4,
CCI-002434,SC-12,NIST_SP_800-53_Revision_4,
CCI-002435,SC-12,NIST_SP_800-53_Revision_4,
CCI-002436,SC-12,NIST_SP_800-53_Revision_4,
CCI-002437,SC-12,NIST_SP_800-53_Revision_4,
CCI-002438,SC-12,NIST_SP_800-53_Revision_4,
CCI-002439,SC-12,NIST_SP_800-53_Revision_4,
CCI-002440,SC-12,NIST_SP_800-53_Revision_4,
CCI-002441,SC-12,NIST_SP_800-53_Revision_4,
CCI-002442,SC-12,NIST_SP_800-53_Revision_4,
CCI-001139,SC-12_(1),NIST_SP_800-53,
CCI-001139,SC-12_(1),NIST_SP_800-53_Revision_4,
CCI-001139,SC-12_(1).1,NIST_SP_800-53A,
CCI-001140,SC-12_(2),NIST_SP_800-53,
CCI-002443,SC-12_(2),NIST_SP_800-53_Revision_4,
CCI-002444,SC-12_(2),NIST_SP_800-53_Revision_4,
CCI-002445,SC-12_(2),NIST_SP_800-53_Revision_4,
CCI-001140,SC-12_(2).1,NIST_SP_800-53A,
CCI-001141,SC-12_(3),NIST_SP_800-53,
CCI-002446,SC-12_(3),NIST_SP_800-53_Revision_4,
CCI-002447,SC-12_(3),NIST_SP_800-53_Revision_4,
CCI-002448,SC-12_(3),NIST_SP_800-53_Revision_4,
CCI-001141,SC-12_(3).1,NIST_SP_800-53A,
CCI-001142,SC-12_(4),NIST_SP_800-53,
